DATE,Annual Inflation Rate,Quarterly GDP Change,Interest Rate Quarterly,Unemployment Rate Quarterly
1997-12-31,2.1500982098029833,0.8502355049371246,5.906666666666666,4.666666666666667
1998-03-31,0.8238931852042249,0.9987489886350787,5.586666666666667,4.633333333333333
1998-06-30,1.314709482649089,0.9214296481921735,5.596666666666667,4.3999999999999995
1998-09-30,2.0456217233541696,1.251081507693641,5.203333333333333,4.533333333333333
1998-12-31,1.872776957918628,1.5963862490524505,4.670000000000001,4.433333333333334
1999-03-31,1.4595596976845073,0.9350485127447072,4.983333333333333,4.3
1999-06-30,2.9835840374509934,0.8312781849570072,5.54,4.266666666666667
1999-09-30,2.9614942682295435,1.3171703285781433,5.883333333333333,4.233333333333333
1999-12-31,2.9397291916607773,1.6273535671066597,6.140000000000001,4.066666666666666
2000-03-31,3.938590308825121,0.3621369008051545,6.4799999999999995,4.033333333333333
2000-06-30,3.123185884377889,1.8049010344979521,6.176666666666667,3.9333333333333336
2000-09-30,3.6388521540072736,0.10188067037173454,5.8933333333333335,4.0
2000-12-31,2.8415210211950246,0.5952635784890248,5.566666666666666,3.9
2001-03-31,3.80810187709836,-0.3283372449143229,5.05,4.233333333333333
2001-06-30,2.7948371656363475,0.6225609914771724,5.27,4.3999999999999995
2001-09-30,1.1275023908094175,-0.4014439041817752,4.98,4.833333333333333
2001-12-31,-0.30035668766259627,0.2743986302357726,4.7700000000000005,5.5
2002-03-31,1.2749612369121484,0.8328805568895703,5.076666666666667,5.7
2002-06-30,3.1325910618629385,0.6108371693470005,5.1000000000000005,5.833333333333333
2002-09-30,2.1487501889655682,0.40568740473787557,4.260000000000001,5.733333333333333
2002-12-31,2.357715428033247,0.1235287243973815,4.006666666666667,5.866666666666667
2003-03-31,4.092855003358889,0.5252600765849991,3.92,5.866666666666667
2003-06-30,-0.6549623950385111,0.8817230452867975,3.6199999999999997,6.133333333333333
2003-09-30,2.975070404099143,1.6495202585943503,4.233333333333333,6.133333333333333
2003-12-31,1.5152899874540742,1.1540367047402356,4.286666666666666,5.833333333333333
2004-03-31,3.370705737234994,0.565052023890189,4.0200000000000005,5.7
2004-06-30,3.1300177495719583,0.7719649918941585,4.6000000000000005,5.599999999999999
2004-09-30,2.542830389345817,0.9441229885171154,4.303333333333334,5.433333333333334
2004-12-31,4.27212324955292,1.0150391321133156,4.173333333333333,5.433333333333334
2005-03-31,2.0151176119828325,1.1032550529236573,4.296666666666667,5.3
2005-06-30,2.694078053996133,0.49141503086236327,4.16,5.1000000000000005
2005-09-30,6.013095811705853,0.7807581701131383,4.213333333333334,4.966666666666667
2005-12-31,3.7127935112673924,0.5539792372076136,4.489999999999999,4.966666666666667
2006-03-31,2.0775786003692858,1.3364138447713003,4.57,4.733333333333333
2006-06-30,3.5934362449883794,0.25841857488995146,5.07,4.633333333333333
2006-09-30,3.7583726594351656,0.14984360400802643,4.8966666666666665,4.633333333333334
2006-12-31,-1.64406314473115,0.8557775565416037,4.63,4.433333333333334
2007-03-31,3.9024827738462964,0.3003840617131104,4.68,4.5
2007-06-30,4.504753802443514,0.6098982914680917,4.846666666666667,4.5
2007-09-30,2.5240694506420738,0.5743731109307149,4.7299999999999995,4.666666666666667
2007-12-31,4.8767179957094156,0.6262715512194816,4.260000000000001,4.8
2008-03-31,4.309456399802801,-0.42767755900321447,3.6633333333333336,5.0
2008-06-30,5.170191255639698,0.5936625931315831,3.8866666666666667,5.333333333333333
2008-09-30,6.120457409684675,-0.5266423802783748,3.8633333333333333,6.0
2008-12-31,-9.267290142872428,-2.2133412739485436,3.2533333333333334,6.866666666666667
2009-03-31,-2.760985373853865,-1.1413631359902254,2.736666666666667,8.266666666666667
2009-06-30,2.1213930789811655,-0.178810721762801,3.313333333333334,9.299999999999999
2009-09-30,3.426852189965264,0.3505771547139602,3.516666666666667,9.633333333333333
2009-12-31,3.1195373366137633,1.0751135379244658,3.4599999999999995,9.933333333333334
2010-03-31,0.6335117943781358,0.483331022067901,3.716666666666667,9.833333333333334
2010-06-30,-0.14110278103463322,0.9629349822608546,3.49,9.633333333333333
2010-09-30,1.1708715217650012,0.7681272705003295,2.7866666666666666,9.466666666666667
2010-12-31,3.225853419273445,0.523736364445071,2.8633333333333333,9.5
2011-03-31,4.246252603147282,-0.23748667360496967,3.4600000000000004,9.033333333333333
2011-06-30,4.522392698120209,0.6743037468666557,3.2099999999999995,9.066666666666666
2011-09-30,2.5997962511317207,-0.0223152255784953,2.4266666666666663,9.0
2011-12-31,1.7915924127448344,1.1167896811464573,2.0466666666666664,8.633333333333333
2012-03-31,2.2463678633321185,0.8350941818790147,2.0366666666666666,8.266666666666667
2012-06-30,0.8435166557223317,0.4453416266322563,1.8233333333333333,8.2
2012-09-30,1.801816633996477,0.14392437648620415,1.6433333333333333,8.033333333333333
2012-12-31,2.65100552537074,0.11557374157504796,1.7066666666666668,7.8
2013-03-31,1.6045962369118438,0.9817259265515688,1.95,7.733333333333333
2013-06-30,-0.43818061814814474,0.26727882651371715,1.9966666666666668,7.533333333333334
2013-09-30,2.157544261084678,0.8477896552497199,2.7100000000000004,7.233333333333333
2013-12-31,1.476340606390669,0.8679640238263175,2.7466666666666666,6.933333333333334
2014-03-31,2.483420554998883,-0.34569281496601434,2.763333333333333,6.666666666666667
2014-06-30,2.118694458709546,1.2835690229149321,2.6233333333333335,6.2
2014-09-30,1.022029266141991,1.2080648325781596,2.4966666666666666,6.066666666666666
2014-12-31,-0.9950114047924126,0.5044586015433339,2.28,5.7
2015-03-31,-2.5975400620807805,0.8964547876924911,1.9666666666666668,5.533333333333334
2015-06-30,2.7185351774739885,0.6174946582536478,2.1666666666666665,5.433333333333334
2015-09-30,1.507957516060662,0.39944621156902116,2.22,5.1000000000000005
2015-12-31,-0.030271688417865646,0.18430917271050618,2.19,5.033333333333333
2016-03-31,-0.24842648839754428,0.5778466518471248,1.92,4.8999999999999995
2016-06-30,3.186408616133253,0.32060956626729364,1.7533333333333332,4.933333333333334
2016-09-30,1.6943048101279938,0.7068859191104337,1.5633333333333332,4.8999999999999995
2016-12-31,2.5311051113948557,0.5527685286210726,2.1300000000000003,4.766666666666667
2017-03-31,2.805103682039114,0.48570873310360696,2.4433333333333334,4.566666666666666
2017-06-30,0.461241303781733,0.5583111012978037,2.263333333333333,4.366666666666667
2017-09-30,1.90761834110839,0.785431525684821,2.2433333333333336,4.333333333333333
2017-12-31,3.1695320604018815,1.1207427769393874,2.3699999999999997,4.166666666666667
2018-03-31,3.3564452350774188,0.8101194549169577,2.76,4.033333333333333
2018-06-30,2.1717357724964335,0.5294212303768475,2.92,3.9333333333333336
2018-09-30,1.6041468096235123,0.621760482522582,2.926666666666667,3.766666666666667
2018-12-31,1.625176040404954,0.14154399831838305,3.033333333333333,3.8333333333333335
2019-03-31,1.0664635604269046,0.6223772907267389,2.6533333333333333,3.8666666666666667
2019-06-30,2.9281229964577706,0.8316777932895647,2.3333333333333335,3.6333333333333333
2019-09-30,1.317332889924032,1.1632102580909631,1.7966666666666666,3.6
2019-12-31,2.7996160804013126,0.6795635968053659,1.7933333333333332,3.6
2020-03-31,1.439376774533854,-1.4022264902518344,1.3766666666666667,3.8333333333333335
2020-06-30,-3.9225618469321857,-8.239258989513054,0.6866666666666666,13.0
2020-09-30,4.5464528233999895,7.5387814081752325,0.65,8.799999999999999
2020-12-31,2.875202969755463,1.0788845652987433,0.8633333333333333,6.766666666666667
2021-03-31,3.9554826006425547,1.37074831060513,1.3166666666666667,6.233333333333333
2021-06-30,7.354925844606633,1.557847176517413,1.5933333333333335,5.933333333333334
2021-09-30,6.363106803599923,0.8492331817858911,1.3233333333333335,5.066666666666666
2021-12-31,8.459981883376285,1.7870948207232118,1.5366666666666668,4.2
2022-03-31,8.6954802687603,-0.25778645150396073,1.9400000000000002,3.8333333333333335
2022-06-30,9.445551805867487,0.0701548290839682,2.9299999999999997,3.6333333333333333
2022-09-30,5.254759709968045,0.6709522732055717,3.106666666666667,3.533333333333333
2022-12-31,4.0278272432409,0.8244202228642195,3.83,3.5666666666666664
2023-03-31,3.5929916358030183,0.6896601608740838,3.6466666666666665,3.533333333333333
2023-06-30,2.9541749672509368,0.6051392196537719,3.5933333333333333,3.533333333333333
2023-09-30,3.4364683033985077,1.0658226644947533,4.1499999999999995,3.6666666666666665
2023-12-31,2.756113415610337,0.7855789353971687,4.44,3.8000000000000003
2024-03-31,3.638663659748466,0.4039850198594763,4.16,3.8333333333333335
2024-06-30,2.7193635376883614,0.7362625464411465,4.443333333333333,4.0
2024-09-30,1.3863078385258547,0.7566407210186199,3.9466666666666668,4.166666666666667
2024-12-31,2.988338378341083,0.6052298061968386,4.283333333333333,4.133333333333333
