Date,GLD
2017-10,-0.007484813689786818
2017-11,0.003563440057185341
2017-12,0.021057003170010136
2018-01,0.03234937283169237
2018-02,-0.020759902030566213
2018-03,0.006320007324218446
2018-04,-0.009539745360543694
2018-05,-0.011959209467577003
2018-06,-0.03614944763120931
2018-07,-0.022418909632539896
2018-08,-0.021381117106767933
2018-09,-0.006607347245926598
2018-10,0.021195453568376266
2018-11,0.003386881324190627
2018-12,0.04942010593064938
2019-01,0.02886597938144364
2019-02,-0.006092201492828964
2019-03,-0.0159689955774861
2019-04,-0.006638842503123743
2019-05,0.017574298155487167
2019-06,0.08002914919849013
2019-07,7.514839229938453e-05
2019-08,0.07912313456129927
2019-09,-0.03394786005434791
2019-10,0.02563546974700781
2019-11,-0.03208588289288539
2019-12,0.03655877893383974
2020-01,0.044996558496903205
2020-02,-0.006361728631845809
2020-03,-0.002224031676742455
2020-04,0.07261060302877476
2020-05,0.025881615436821104
2020-06,0.027377026301763863
2020-07,0.10790463097013703
2020-08,-0.0032356731296191432
2020-09,-0.04171404337762574
2020-10,-0.005194208414113222
2020-11,-0.054086259616089594
2020-12,0.07013861264675048
2021-01,-0.03223816988295214
2021-02,-0.06256881416817595
2021-03,-0.01143310594301572
2021-04,0.03563388790323185
2021-05,0.07678377966625938
2021-06,-0.07147662098325513
2021-07,0.025297363508325343
2021-08,-0.0007655451490132803
2021-09,-0.032235259249241865
2021-10,0.014797178527087729
2021-11,-0.006900653696985559
2021-12,0.032990977123064535
2022-01,-0.016787612677039654
2022-02,0.061217257237826006
2022-03,0.0127255799503041
2022-04,-0.020702963524693363
2022-05,-0.03261547766106776
2022-06,-0.015659651077124748
2022-07,-0.025881517491311956
2022-08,-0.029433282458306786
2022-09,-0.028881810636775085
2022-10,-0.01784440770356277
2022-11,0.0849186596373046
2022-12,0.029306485665941073
2023-01,0.05759257431981091
2023-02,-0.05367596391642182
2023-03,0.07916128247166165
2023-04,0.008623522653247617
2023-05,-0.01341989007892197
2023-06,-0.02221370606110007
2023-07,0.02288664235862692
2023-08,-0.01277763505931584
2023-09,-0.047605861131122085
2023-10,0.07372411557093317
2023-11,0.02531372564947021
2023-12,0.01282118235202856
2024-01,-0.014228180398366819
2024-02,0.0045635480195194145
2024-03,0.08668323846462545
2024-04,0.029894973070150987
2024-05,0.016189210429127687
2024-06,-0.0013469974027460196
2024-07,0.05367196334938251
2024-08,0.02092249026936499
2024-09,0.050888514912532434
2024-10,0.04299348742370901
2024-11,-0.031241364603208144
2024-12,-0.014088486936242317
2025-01,0.06785607873643396
2025-02,0.0366692499280612
